artifact,result_status,mission_terminal,navigation_success_claimed,result_path,failure_path,failure_reason,recorded_summary,source_reports,physical_reader_path,verified_goal_arrivals,verified_home_arrivals,round_trip_checks_passed,disallowed_contact_samples
go2_persistent_visual_learning_comparison_direct_noise_2mm_native_layout01_4800_v1_attempt_001,PACED_NATIVE_PREFIX_COMPLETE,OBSERVED_ROUND_TRIP_CANDIDATE,False,/home/andrewknowles/RecoveryStorage/LeWMQuad-v3/.generated/navigation_development_artifacts_v1/go2_persistent_visual_learning_comparison_direct_noise_2mm_native_layout01_4800_v1_attempt_001/result.json,,,"{""status"":""PACED_NATIVE_PREFIX_COMPLETE"",""mission_terminal"":""OBSERVED_ROUND_TRIP_CANDIDATE"",""navigation_success_claimed"":false,""simulation_s"":219.6,""wall_s"":286.966115154,""camera_frames"":2194,""disallowed_contact"":false,""observed_arrivals"":""[{\""phase\"":\""OUTBOUND\"",\""frame\"":1165,\""measured_ns\"":118000000000,\""target_initial_body_xy_m\"":[0.0,2.6],\""observed_position_initial_body_xy_m\"":[0.004310290417330532,2.591216006905875],\""observed_distance_m\"":0.009784535663963093,\""quiet_intervals\"":10,\""native_verified\"":false},{\""phase\"":\""RETURN\"",\""frame\"":2192,\""measured_ns\"":220700000000,\""target_initial_body_xy_m\"":[0.0,0.0],\""observed_position_initial_body_xy_m\"":[0.01945560331134352,0.0004129579545913624],\""observed_distance_m\"":0.019459985469691934,\""quiet_intervals\"":10,\""native_verified\"":false}]""}",docs/go2_development_artifact_retention_2026-09-14.md,/home/andrewknowles/RecoveryStorage/LeWMQuad-v3/.generated/navigation_development_artifacts_v1/go2_persistent_visual_learning_comparison_direct_noise_2mm_native_layout01_4800_v1_attempt_001/continuous_native_arrival_evaluation.json,1,1,True,0
go2_persistent_visual_learning_comparison_direct_noise_2mm_native_layout02_4800_v1_attempt_001,PACED_NATIVE_PREFIX_COMPLETE,OBSERVED_ROUND_TRIP_CANDIDATE,False,/home/andrewknowles/RecoveryStorage/LeWMQuad-v3/.generated/navigation_development_artifacts_v1/go2_persistent_visual_learning_comparison_direct_noise_2mm_native_layout02_4800_v1_attempt_001/result.json,,,"{""status"":""PACED_NATIVE_PREFIX_COMPLETE"",""mission_terminal"":""OBSERVED_ROUND_TRIP_CANDIDATE"",""navigation_success_claimed"":false,""simulation_s"":186.78,""wall_s"":238.375489536,""camera_frames"":1866,""disallowed_contact"":false,""observed_arrivals"":""[{\""phase\"":\""OUTBOUND\"",\""frame\"":1135,\""measured_ns\"":115000000000,\""target_initial_body_xy_m\"":[3.9000000000000004,1.3],\""observed_position_initial_body_xy_m\"":[3.893396666742508,1.3165735973432167],\""observed_distance_m\"":0.01784063168737537,\""quiet_intervals\"":10,\""native_verified\"":false},{\""phase\"":\""RETURN\"",\""frame\"":1864,\""measured_ns\"":187900000000,\""target_initial_body_xy_m\"":[0.0,0.0],\""observed_position_initial_body_xy_m\"":[0.009290229280512432,0.0080025043056619],\""observed_distance_m\"":0.012261665272165432,\""quiet_intervals\"":10,\""native_verified\"":false}]""}",docs/go2_development_artifact_retention_2026-09-14.md,/home/andrewknowles/RecoveryStorage/LeWMQuad-v3/.generated/navigation_development_artifacts_v1/go2_persistent_visual_learning_comparison_direct_noise_2mm_native_layout02_4800_v1_attempt_001/continuous_native_arrival_evaluation.json,1,1,True,0
go2_persistent_visual_learning_comparison_direct_noise_2mm_native_layout03_4800_v1_attempt_001,PACED_NATIVE_PREFIX_COMPLETE,OBSERVED_ROUND_TRIP_CANDIDATE,False,/home/andrewknowles/RecoveryStorage/LeWMQuad-v3/.generated/navigation_development_artifacts_v1/go2_persistent_visual_learning_comparison_direct_noise_2mm_native_layout03_4800_v1_attempt_001/result.json,,,"{""status"":""PACED_NATIVE_PREFIX_COMPLETE"",""mission_terminal"":""OBSERVED_ROUND_TRIP_CANDIDATE"",""navigation_success_claimed"":false,""simulation_s"":228.4,""wall_s"":297.750170848,""camera_frames"":2282,""disallowed_contact"":false,""observed_arrivals"":""[{\""phase\"":\""OUTBOUND\"",\""frame\"":1241,\""measured_ns\"":125600000000,\""target_initial_body_xy_m\"":[0.0,1.3],\""observed_position_initial_body_xy_m\"":[-0.008567094430057735,1.2915359922702543],\""observed_distance_m\"":0.012043028432363774,\""quiet_intervals\"":10,\""native_verified\"":false},{\""phase\"":\""RETURN\"",\""frame\"":2280,\""measured_ns\"":229500000000,\""target_initial_body_xy_m\"":[0.0,0.0],\""observed_position_initial_body_xy_m\"":[0.017834987939750486,-0.008761270980282912],\""observed_distance_m\"":0.019870748954203835,\""quiet_intervals\"":10,\""native_verified\"":false}]""}",docs/go2_development_artifact_retention_2026-09-14.md,/home/andrewknowles/RecoveryStorage/LeWMQuad-v3/.generated/navigation_development_artifacts_v1/go2_persistent_visual_learning_comparison_direct_noise_2mm_native_layout03_4800_v1_attempt_001/continuous_native_arrival_evaluation.json,1,1,True,0
go2_persistent_visual_learning_comparison_jepa_noise_2mm_native_layout00_4800_v1_attempt_001,PACED_NATIVE_PREFIX_COMPLETE,OBSERVED_ROUND_TRIP_CANDIDATE,False,/home/andrewknowles/RecoveryStorage/LeWMQuad-v3/.generated/navigation_development_artifacts_v1/go2_persistent_visual_learning_comparison_jepa_noise_2mm_native_layout00_4800_v1_attempt_001/result.json,,,"{""status"":""PACED_NATIVE_PREFIX_COMPLETE"",""mission_terminal"":""OBSERVED_ROUND_TRIP_CANDIDATE"",""navigation_success_claimed"":false,""simulation_s"":157.98,""wall_s"":202.733543208,""camera_frames"":1578,""disallowed_contact"":false,""observed_arrivals"":""[{\""phase\"":\""OUTBOUND\"",\""frame\"":904,\""measured_ns\"":91900000000,\""target_initial_body_xy_m\"":[2.6,2.6],\""observed_position_initial_body_xy_m\"":[2.611814673728643,2.594085537614184],\""observed_distance_m\"":0.013212394961834772,\""quiet_intervals\"":10,\""native_verified\"":false},{\""phase\"":\""RETURN\"",\""frame\"":1576,\""measured_ns\"":159100000000,\""target_initial_body_xy_m\"":[0.0,0.0],\""observed_position_initial_body_xy_m\"":[0.010723395360226451,0.0028273802515991313],\""observed_distance_m\"":0.011089873179566074,\""quiet_intervals\"":10,\""native_verified\"":false}]""}",docs/go2_development_artifact_retention_2026-09-14.md,/home/andrewknowles/RecoveryStorage/LeWMQuad-v3/.generated/navigation_development_artifacts_v1/go2_persistent_visual_learning_comparison_jepa_noise_2mm_native_layout00_4800_v1_attempt_001/continuous_native_arrival_evaluation.json,1,1,True,0
go2_persistent_visual_learning_comparison_jepa_noise_2mm_native_layout01_4800_v1_attempt_001,PACED_NATIVE_PREFIX_COMPLETE,OBSERVED_ROUND_TRIP_CANDIDATE,False,/home/andrewknowles/RecoveryStorage/LeWMQuad-v3/.generated/navigation_development_artifacts_v1/go2_persistent_visual_learning_comparison_jepa_noise_2mm_native_layout01_4800_v1_attempt_001/result.json,,,"{""status"":""PACED_NATIVE_PREFIX_COMPLETE"",""mission_terminal"":""OBSERVED_ROUND_TRIP_CANDIDATE"",""navigation_success_claimed"":false,""simulation_s"":177.48,""wall_s"":231.382818316,""camera_frames"":1769,""disallowed_contact"":false,""observed_arrivals"":""[{\""phase\"":\""OUTBOUND\"",\""frame\"":1074,\""measured_ns\"":108900000000,\""target_initial_body_xy_m\"":[0.0,2.6],\""observed_position_initial_body_xy_m\"":[0.017075049565353485,2.595653806344393],\""observed_distance_m\"":0.017619498203732063,\""quiet_intervals\"":10,\""native_verified\"":false},{\""phase\"":\""RETURN\"",\""frame\"":1767,\""measured_ns\"":178200000000,\""target_initial_body_xy_m\"":[0.0,0.0],\""observed_position_initial_body_xy_m\"":[0.011345711806218082,0.0028663144771828163],\""observed_distance_m\"":0.01170217651002856,\""quiet_intervals\"":10,\""native_verified\"":false}]""}",docs/go2_development_artifact_retention_2026-09-14.md,/home/andrewknowles/RecoveryStorage/LeWMQuad-v3/.generated/navigation_development_artifacts_v1/go2_persistent_visual_learning_comparison_jepa_noise_2mm_native_layout01_4800_v1_attempt_001/continuous_native_arrival_evaluation.json,1,1,True,0
go2_persistent_visual_learning_comparison_jepa_noise_2mm_native_layout02_4800_v1_attempt_001,PACED_NATIVE_PREFIX_COMPLETE,OBSERVED_ROUND_TRIP_CANDIDATE,False,/home/andrewknowles/RecoveryStorage/LeWMQuad-v3/.generated/navigation_development_artifacts_v1/go2_persistent_visual_learning_comparison_jepa_noise_2mm_native_layout02_4800_v1_attempt_001/result.json,,,"{""status"":""PACED_NATIVE_PREFIX_COMPLETE"",""mission_terminal"":""OBSERVED_ROUND_TRIP_CANDIDATE"",""navigation_success_claimed"":false,""simulation_s"":159.98,""wall_s"":204.112697036,""camera_frames"":1598,""disallowed_contact"":false,""observed_arrivals"":""[{\""phase\"":\""OUTBOUND\"",\""frame\"":889,\""measured_ns\"":90400000000,\""target_initial_body_xy_m\"":[3.9000000000000004,1.3],\""observed_position_initial_body_xy_m\"":[3.9088134552479583,1.307650632866839],\""observed_distance_m\"":0.011670868719633205,\""quiet_intervals\"":10,\""native_verified\"":false},{\""phase\"":\""RETURN\"",\""frame\"":1596,\""measured_ns\"":161100000000,\""target_initial_body_xy_m\"":[0.0,0.0],\""observed_position_initial_body_xy_m\"":[0.013322802204438898,0.01315991105985581],\""observed_distance_m\"":0.01872646036179601,\""quiet_intervals\"":10,\""native_verified\"":false}]""}",docs/go2_development_artifact_retention_2026-09-14.md,/home/andrewknowles/RecoveryStorage/LeWMQuad-v3/.generated/navigation_development_artifacts_v1/go2_persistent_visual_learning_comparison_jepa_noise_2mm_native_layout02_4800_v1_attempt_001/continuous_native_arrival_evaluation.json,1,1,True,0
go2_persistent_visual_learning_comparison_layout00_v1_attempt_001,RESULT_RECORDED,,,/home/andrewknowles/RecoveryStorage/LeWMQuad-v3/.generated/navigation_development_artifacts_v1/go2_persistent_visual_learning_comparison_layout00_v1_attempt_001/result.json,,,{},docs/go2_persistent_visual_learning_comparison_2026-09-16.md;docs/go2_persistent_visual_learning_complete_result_2026-09-16.md,,,,,
go2_persistent_visual_learning_comparison_layout01_v1_attempt_001,RESULT_RECORDED,,,/home/andrewknowles/RecoveryStorage/LeWMQuad-v3/.generated/navigation_development_artifacts_v1/go2_persistent_visual_learning_comparison_layout01_v1_attempt_001/result.json,,,{},docs/go2_persistent_visual_learning_comparison_2026-09-16.md,,,,,
go2_persistent_visual_learning_comparison_layout02_v1_attempt_001,RESULT_RECORDED,,,/home/andrewknowles/RecoveryStorage/LeWMQuad-v3/.generated/navigation_development_artifacts_v1/go2_persistent_visual_learning_comparison_layout02_v1_attempt_001/result.json,,,{},docs/go2_persistent_visual_learning_comparison_2026-09-16.md,,,,,
go2_persistent_visual_learning_comparison_layout03_v1_attempt_001,RESULT_RECORDED,,,/home/andrewknowles/RecoveryStorage/LeWMQuad-v3/.generated/navigation_development_artifacts_v1/go2_persistent_visual_learning_comparison_layout03_v1_attempt_001/result.json,,,{},docs/go2_persistent_visual_learning_complete_result_2026-09-16.md,,,,,
go2_persistent_visual_learning_complete_v1_attempt_001,ALL_FIXED_ASSIGNMENTS_COMPLETE,,,/home/andrewknowles/RecoveryStorage/LeWMQuad-v3/.generated/navigation_development_artifacts_v1/go2_persistent_visual_learning_complete_v1_attempt_001/result.json,,,"{""status"":""ALL_FIXED_ASSIGNMENTS_COMPLETE""}",docs/go2_persistent_visual_learning_comparison_2026-09-16.md;docs/go2_persistent_visual_learning_complete_result_2026-09-16.md,,,,,
go2_persistent_visual_learning_jepa03_failure_cadenced_replay_v1_attempt_001,FAILED,,,/home/andrewknowles/RecoveryStorage/LeWMQuad-v3/.generated/navigation_development_artifacts_v1/go2_persistent_visual_learning_jepa03_failure_cadenced_replay_v1_attempt_001/result.json,,,"{""status"":""FAILED"",""wall_s"":108.46025430015288}",docs/go2_persistent_visual_learning_comparison_2026-09-16.md;docs/go2_persistent_visual_learning_complete_result_2026-09-16.md,,,,,
go2_persistent_visual_learning_jepa03_failure_view_probe_v1_attempt_001,FAILED,,,/home/andrewknowles/RecoveryStorage/LeWMQuad-v3/.generated/navigation_development_artifacts_v1/go2_persistent_visual_learning_jepa03_failure_view_probe_v1_attempt_001/result.json,,,"{""status"":""FAILED"",""wall_s"":110.97993719996884}",docs/go2_recent_local_view_bank_probe_2026-09-16.md,,,,,
go2_persistent_visual_learning_jepa03_recent_view_bank_replay_v1_attempt_001,FAILED,,,/home/andrewknowles/RecoveryStorage/LeWMQuad-v3/.generated/navigation_development_artifacts_v1/go2_persistent_visual_learning_jepa03_recent_view_bank_replay_v1_attempt_001/result.json,,,"{""status"":""FAILED"",""wall_s"":108.75375299993902}",docs/go2_recent_local_view_bank_probe_2026-09-16.md,,,,,
go2_persistent_visual_learning_jepa03_stored_view_fits_probe_v1_attempt_001,FAILED,,,/home/andrewknowles/RecoveryStorage/LeWMQuad-v3/.generated/navigation_development_artifacts_v1/go2_persistent_visual_learning_jepa03_stored_view_fits_probe_v1_attempt_001/result.json,,,"{""status"":""FAILED"",""wall_s"":108.45028956304304}",docs/go2_recent_local_view_bank_probe_2026-09-16.md,,,,,
go2_persistent_visual_transfer_comparison_layout00_v1_attempt_001,RESULT_RECORDED,,,/home/andrewknowles/RecoveryStorage/LeWMQuad-v3/.generated/navigation_development_artifacts_v1/go2_persistent_visual_transfer_comparison_layout00_v1_attempt_001/result.json,,,{},docs/go2_persistent_visual_transfer_2026-09-16.md;docs/go2_persistent_visual_transfer_complete_result_2026-09-16.md,,,,,
go2_persistent_visual_transfer_comparison_layout01_v1_attempt_001,RESULT_RECORDED,,,/home/andrewknowles/RecoveryStorage/LeWMQuad-v3/.generated/navigation_development_artifacts_v1/go2_persistent_visual_transfer_comparison_layout01_v1_attempt_001/result.json,,,{},docs/go2_persistent_visual_transfer_2026-09-16.md,,,,,
go2_persistent_visual_transfer_comparison_layout02_v1_attempt_001,RESULT_RECORDED,,,/home/andrewknowles/RecoveryStorage/LeWMQuad-v3/.generated/navigation_development_artifacts_v1/go2_persistent_visual_transfer_comparison_layout02_v1_attempt_001/result.json,,,{},docs/go2_persistent_visual_transfer_2026-09-16.md,,,,,
go2_persistent_visual_transfer_comparison_layout03_v1_attempt_001,RESULT_RECORDED,,,/home/andrewknowles/RecoveryStorage/LeWMQuad-v3/.generated/navigation_development_artifacts_v1/go2_persistent_visual_transfer_comparison_layout03_v1_attempt_001/result.json,,,{},docs/go2_persistent_visual_transfer_complete_result_2026-09-16.md,,,,,
go2_persistent_visual_transfer_complete_v1_attempt_001,COMPLETE_FIXED_EIGHT_MISSION_COMPARISON,,,/home/andrewknowles/RecoveryStorage/LeWMQuad-v3/.generated/navigation_development_artifacts_v1/go2_persistent_visual_transfer_complete_v1_attempt_001/result.json,,,"{""status"":""COMPLETE_FIXED_EIGHT_MISSION_COMPARISON""}",docs/go2_persistent_visual_transfer_2026-09-16.md;docs/go2_persistent_visual_transfer_complete_result_2026-09-16.md,,,,,
go2_persistent_visual_transfer_pose_command_noise_2mm_native_layout00_4800_v1_attempt_001,PACED_NATIVE_PREFIX_COMPLETE,OBSERVED_ROUND_TRIP_CANDIDATE,False,/home/andrewknowles/RecoveryStorage/LeWMQuad-v3/.generated/navigation_development_artifacts_v1/go2_persistent_visual_transfer_pose_command_noise_2mm_native_layout00_4800_v1_attempt_001/result.json,,,"{""status"":""PACED_NATIVE_PREFIX_COMPLETE"",""mission_terminal"":""OBSERVED_ROUND_TRIP_CANDIDATE"",""navigation_success_claimed"":false,""simulation_s"":445.28,""wall_s"":619.226635222,""camera_frames"":4449,""disallowed_contact"":false,""observed_arrivals"":""[{\""phase\"":\""OUTBOUND\"",\""frame\"":904,\""measured_ns\"":91900000000,\""target_initial_body_xy_m\"":[2.6,2.6],\""observed_position_initial_body_xy_m\"":[2.61298000445101,2.594419559609878],\""observed_distance_m\"":0.01412875898640597,\""quiet_intervals\"":10,\""native_verified\"":false},{\""phase\"":\""RETURN\"",\""frame\"":4447,\""measured_ns\"":446200000000,\""target_initial_body_xy_m\"":[0.0,0.0],\""observed_position_initial_body_xy_m\"":[0.0010197931028130415,-0.011638283217150706],\""observed_distance_m\"":0.011682876966533407,\""quiet_intervals\"":10,\""native_verified\"":false}]""}",docs/go2_development_artifact_retention_2026-09-14.md,/home/andrewknowles/RecoveryStorage/LeWMQuad-v3/.generated/navigation_development_artifacts_v1/go2_persistent_visual_transfer_pose_command_noise_2mm_native_layout00_4800_v1_attempt_001/continuous_native_arrival_evaluation.json,1,1,True,0
go2_persistent_visual_transfer_pose_command_noise_2mm_native_layout01_4800_v1_attempt_001,PACED_NATIVE_PREFIX_COMPLETE,OBSERVED_ROUND_TRIP_CANDIDATE,False,/home/andrewknowles/RecoveryStorage/LeWMQuad-v3/.generated/navigation_development_artifacts_v1/go2_persistent_visual_transfer_pose_command_noise_2mm_native_layout01_4800_v1_attempt_001/result.json,,,"{""status"":""PACED_NATIVE_PREFIX_COMPLETE"",""mission_terminal"":""OBSERVED_ROUND_TRIP_CANDIDATE"",""navigation_success_claimed"":false,""simulation_s"":199.28,""wall_s"":263.812868243,""camera_frames"":1991,""disallowed_contact"":false,""observed_arrivals"":""[{\""phase\"":\""OUTBOUND\"",\""frame\"":1136,\""measured_ns\"":115100000000,\""target_initial_body_xy_m\"":[0.0,2.6],\""observed_position_initial_body_xy_m\"":[0.001045858633110475,2.5916509109245927],\""observed_distance_m\"":0.008414339467215443,\""quiet_intervals\"":10,\""native_verified\"":false},{\""phase\"":\""RETURN\"",\""frame\"":1988,\""measured_ns\"":200300000000,\""target_initial_body_xy_m\"":[0.0,0.0],\""observed_position_initial_body_xy_m\"":[0.002557790985276228,-0.003786545481429009],\""observed_distance_m\"":0.0045694880902887565,\""quiet_intervals\"":10,\""native_verified\"":false}]""}",docs/go2_development_artifact_retention_2026-09-14.md,/home/andrewknowles/RecoveryStorage/LeWMQuad-v3/.generated/navigation_development_artifacts_v1/go2_persistent_visual_transfer_pose_command_noise_2mm_native_layout01_4800_v1_attempt_001/continuous_native_arrival_evaluation.json,1,1,True,0
go2_persistent_visual_transfer_pose_command_noise_2mm_native_layout02_4800_v1_attempt_001,PACED_NATIVE_PREFIX_COMPLETE,OBSERVED_ROUND_TRIP_CANDIDATE,False,/home/andrewknowles/RecoveryStorage/LeWMQuad-v3/.generated/navigation_development_artifacts_v1/go2_persistent_visual_transfer_pose_command_noise_2mm_native_layout02_4800_v1_attempt_001/result.json,,,"{""status"":""PACED_NATIVE_PREFIX_COMPLETE"",""mission_terminal"":""OBSERVED_ROUND_TRIP_CANDIDATE"",""navigation_success_claimed"":false,""simulation_s"":176.06,""wall_s"":224.829331213,""camera_frames"":1757,""disallowed_contact"":false,""observed_arrivals"":""[{\""phase\"":\""OUTBOUND\"",\""frame\"":1177,\""measured_ns\"":119200000000,\""target_initial_body_xy_m\"":[3.9000000000000004,1.3],\""observed_position_initial_body_xy_m\"":[3.8957524948632787,1.2994619297244472],\""observed_distance_m\"":0.004281450631259286,\""quiet_intervals\"":10,\""native_verified\"":false},{\""phase\"":\""RETURN\"",\""frame\"":1755,\""measured_ns\"":177000000000,\""target_initial_body_xy_m\"":[0.0,0.0],\""observed_position_initial_body_xy_m\"":[0.003970540638981242,-0.013073881021932616],\""observed_distance_m\"":0.013663511918297264,\""quiet_intervals\"":10,\""native_verified\"":false}]""}",docs/go2_development_artifact_retention_2026-09-14.md,/home/andrewknowles/RecoveryStorage/LeWMQuad-v3/.generated/navigation_development_artifacts_v1/go2_persistent_visual_transfer_pose_command_noise_2mm_native_layout02_4800_v1_attempt_001/continuous_native_arrival_evaluation.json,1,1,True,0
go2_persistent_visual_transfer_pose_command_noise_2mm_native_layout03_4800_v1_attempt_001,PACED_NATIVE_PREFIX_COMPLETE,OBSERVED_ROUND_TRIP_CANDIDATE,False,/home/andrewknowles/RecoveryStorage/LeWMQuad-v3/.generated/navigation_development_artifacts_v1/go2_persistent_visual_transfer_pose_command_noise_2mm_native_layout03_4800_v1_attempt_001/result.json,,,"{""status"":""PACED_NATIVE_PREFIX_COMPLETE"",""mission_terminal"":""OBSERVED_ROUND_TRIP_CANDIDATE"",""navigation_success_claimed"":false,""simulation_s"":237.22,""wall_s"":314.175724305,""camera_frames"":2370,""disallowed_contact"":false,""observed_arrivals"":""[{\""phase\"":\""OUTBOUND\"",\""frame\"":1604,\""measured_ns\"":161900000000,\""target_initial_body_xy_m\"":[0.0,1.3],\""observed_position_initial_body_xy_m\"":[-0.002134438951791846,1.3177511529254973],\""observed_distance_m\"":0.01787901730586206,\""quiet_intervals\"":10,\""native_verified\"":false},{\""phase\"":\""RETURN\"",\""frame\"":2368,\""measured_ns\"":238300000000,\""target_initial_body_xy_m\"":[0.0,0.0],\""observed_position_initial_body_xy_m\"":[0.0039600955507469405,-0.004129288744520584],\""observed_distance_m\"":0.005721309492298952,\""quiet_intervals\"":10,\""native_verified\"":false}]""}",docs/go2_development_artifact_retention_2026-09-14.md,/home/andrewknowles/RecoveryStorage/LeWMQuad-v3/.generated/navigation_development_artifacts_v1/go2_persistent_visual_transfer_pose_command_noise_2mm_native_layout03_4800_v1_attempt_001/continuous_native_arrival_evaluation.json,1,1,True,0
go2_persistent_visual_transfer_supervised_rollout_noise_2mm_native_layout00_4800_v1_attempt_001,PACED_NATIVE_PREFIX_COMPLETE,OBSERVED_ROUND_TRIP_CANDIDATE,False,/home/andrewknowles/RecoveryStorage/LeWMQuad-v3/.generated/navigation_development_artifacts_v1/go2_persistent_visual_transfer_supervised_rollout_noise_2mm_native_layout00_4800_v1_attempt_001/result.json,,,"{""status"":""PACED_NATIVE_PREFIX_COMPLETE"",""mission_terminal"":""OBSERVED_ROUND_TRIP_CANDIDATE"",""navigation_success_claimed"":false,""simulation_s"":160.92,""wall_s"":207.216014975,""camera_frames"":1605,""disallowed_contact"":false,""observed_arrivals"":""[{\""phase\"":\""OUTBOUND\"",\""frame\"":920,\""measured_ns\"":93500000000,\""target_initial_body_xy_m\"":[2.6,2.6],\""observed_position_initial_body_xy_m\"":[2.595939621348991,2.5888987047687495],\""observed_distance_m\"":0.011820551197002533,\""quiet_intervals\"":10,\""native_verified\"":false},{\""phase\"":\""RETURN\"",\""frame\"":1603,\""measured_ns\"":161800000000,\""target_initial_body_xy_m\"":[0.0,0.0],\""observed_position_initial_body_xy_m\"":[0.013700123257302245,0.005656995738885948],\""observed_distance_m\"":0.014822111120047901,\""quiet_intervals\"":10,\""native_verified\"":false}]""}",docs/go2_development_artifact_retention_2026-09-14.md,/home/andrewknowles/RecoveryStorage/LeWMQuad-v3/.generated/navigation_development_artifacts_v1/go2_persistent_visual_transfer_supervised_rollout_noise_2mm_native_layout00_4800_v1_attempt_001/continuous_native_arrival_evaluation.json,1,1,True,0
go2_persistent_visual_transfer_supervised_rollout_noise_2mm_native_layout01_4800_v1_attempt_001,PACED_NATIVE_PREFIX_COMPLETE,OBSERVED_ROUND_TRIP_CANDIDATE,False,/home/andrewknowles/RecoveryStorage/LeWMQuad-v3/.generated/navigation_development_artifacts_v1/go2_persistent_visual_transfer_supervised_rollout_noise_2mm_native_layout01_4800_v1_attempt_001/result.json,,,"{""status"":""PACED_NATIVE_PREFIX_COMPLETE"",""mission_terminal"":""OBSERVED_ROUND_TRIP_CANDIDATE"",""navigation_success_claimed"":false,""simulation_s"":204.88,""wall_s"":267.476718515,""camera_frames"":2047,""disallowed_contact"":false,""observed_arrivals"":""[{\""phase\"":\""OUTBOUND\"",\""frame\"":1072,\""measured_ns\"":108700000000,\""target_initial_body_xy_m\"":[0.0,2.6],\""observed_position_initial_body_xy_m\"":[0.004786022701679845,2.597923991587127],\""observed_distance_m\"":0.005216878782501599,\""quiet_intervals\"":10,\""native_verified\"":false},{\""phase\"":\""RETURN\"",\""frame\"":2044,\""measured_ns\"":205900000000,\""target_initial_body_xy_m\"":[0.0,0.0],\""observed_position_initial_body_xy_m\"":[0.007412413739545963,0.004844911037731578],\""observed_distance_m\"":0.008855339655244345,\""quiet_intervals\"":10,\""native_verified\"":false}]""}",docs/go2_development_artifact_retention_2026-09-14.md,/home/andrewknowles/RecoveryStorage/LeWMQuad-v3/.generated/navigation_development_artifacts_v1/go2_persistent_visual_transfer_supervised_rollout_noise_2mm_native_layout01_4800_v1_attempt_001/continuous_native_arrival_evaluation.json,1,1,True,0
go2_persistent_visual_transfer_supervised_rollout_noise_2mm_native_layout02_4800_v1_attempt_001,PACED_NATIVE_PREFIX_COMPLETE,OBSERVED_ROUND_TRIP_CANDIDATE,False,/home/andrewknowles/RecoveryStorage/LeWMQuad-v3/.generated/navigation_development_artifacts_v1/go2_persistent_visual_transfer_supervised_rollout_noise_2mm_native_layout02_4800_v1_attempt_001/result.json,,,"{""status"":""PACED_NATIVE_PREFIX_COMPLETE"",""mission_terminal"":""OBSERVED_ROUND_TRIP_CANDIDATE"",""navigation_success_claimed"":false,""simulation_s"":148.42,""wall_s"":190.412503236,""camera_frames"":1482,""disallowed_contact"":false,""observed_arrivals"":""[{\""phase\"":\""OUTBOUND\"",\""frame\"":865,\""measured_ns\"":88000000000,\""target_initial_body_xy_m\"":[3.9000000000000004,1.3],\""observed_position_initial_body_xy_m\"":[3.891039725754356,1.2976485112956286],\""observed_distance_m\"":0.009263693306880703,\""quiet_intervals\"":10,\""native_verified\"":false},{\""phase\"":\""RETURN\"",\""frame\"":1480,\""measured_ns\"":149500000000,\""target_initial_body_xy_m\"":[0.0,0.0],\""observed_position_initial_body_xy_m\"":[0.019004411516872134,-0.002595619953202715],\""observed_distance_m\"":0.019180847219142493,\""quiet_intervals\"":10,\""native_verified\"":false}]""}",docs/go2_development_artifact_retention_2026-09-14.md,/home/andrewknowles/RecoveryStorage/LeWMQuad-v3/.generated/navigation_development_artifacts_v1/go2_persistent_visual_transfer_supervised_rollout_noise_2mm_native_layout02_4800_v1_attempt_001/continuous_native_arrival_evaluation.json,1,1,True,0
go2_persistent_visual_transfer_supervised_rollout_noise_2mm_native_layout03_4800_v1_attempt_001,PACED_NATIVE_PREFIX_COMPLETE,OBSERVED_ROUND_TRIP_CANDIDATE,False,/home/andrewknowles/RecoveryStorage/LeWMQuad-v3/.generated/navigation_development_artifacts_v1/go2_persistent_visual_transfer_supervised_rollout_noise_2mm_native_layout03_4800_v1_attempt_001/result.json,,,"{""status"":""PACED_NATIVE_PREFIX_COMPLETE"",""mission_terminal"":""OBSERVED_ROUND_TRIP_CANDIDATE"",""navigation_success_claimed"":false,""simulation_s"":201.68,""wall_s"":263.839033801,""camera_frames"":2013,""disallowed_contact"":false,""observed_arrivals"":""[{\""phase\"":\""OUTBOUND\"",\""frame\"":1131,\""measured_ns\"":114600000000,\""target_initial_body_xy_m\"":[0.0,1.3],\""observed_position_initial_body_xy_m\"":[-0.012796604781072883,1.306932055466402],\""observed_distance_m\"":0.014553572994706462,\""quiet_intervals\"":10,\""native_verified\"":false},{\""phase\"":\""RETURN\"",\""frame\"":2011,\""measured_ns\"":202600000000,\""target_initial_body_xy_m\"":[0.0,0.0],\""observed_position_initial_body_xy_m\"":[0.01949112287340777,-0.0043481090691898],\""observed_distance_m\"":0.019970225921202046,\""quiet_intervals\"":10,\""native_verified\"":false}]""}",docs/go2_development_artifact_retention_2026-09-14.md,/home/andrewknowles/RecoveryStorage/LeWMQuad-v3/.generated/navigation_development_artifacts_v1/go2_persistent_visual_transfer_supervised_rollout_noise_2mm_native_layout03_4800_v1_attempt_001/continuous_native_arrival_evaluation.json,1,1,True,0
